,Movie name,IMDB Rating,Description,Votes,Metascore,Total Duration (in Minutes)
5602,Ferro,6.6,Ferro is the original and open hearted story of one of the most famous Italian singers in the world.,315.0,,77.0
5603,Yahari ore no seishun rabukome wa machigatteiru.,9.6,"One final hurdle, and the prom situation will finally be over - but will Hachiman's search for something genuine be so easily resolved?",315.0,,
5604,Latyan,4.9,A young couple go to a villa with their friends on a holiday. But another friend is there which makes the husband to become suspicious and many secrets revealed which rise tension among old friends.,315.0,,97.0
5605,Afghanistan: Das verwundete Land,8.5,"Look at 40 years of war through the eyes of those who suffer most from it - the women of Afghanistan. The documentary begins in the 1960s, when peace reigns in the Kingdom of Afghanistan. ...                See full summary »",315.0,,
5606,Special OPS,8.1,"Shipping business tycoon, Hafiz Ali shows the aftermath of a betrayal. The nineteen-year-old saga begins to set the stage for a mammoth reveal.",315.0,,
5607,Fauda,8.0,"Bashar returns to the west bank promising to finally knockout the Israelis. All security organization do whatever they can to stop him, but the chase is difficult.",315.0,,39.0
5608,The Trials of Gabriel Fernandez,8.4,"Details of Pearl's background and personality come to light, and Gabriel's aunt, grandfather, teacher and biological father testify. In an unprecedented move, four social workers are ...                See full summary »",315.0,,63.0
5609,Stumptown,8.0,"Dex's former client Jeremy introduces her to Major Elders who has intel on Benny's death. Dex, suspicious of the information and looking for answers, investigates a potential cover up ...                See full summary »",315.0,,42.0
5610,Bob's Burgers,7.7,The Belchers go on a road trip with Nat the limo driver.,315.0,,21.0
5611,Manhunt,8.2,"While Richard is fighting the FBI and the media, a serial bomber is investigated whose methods can be linked to the Olympic bomb.",315.0,,42.0
5612,Spinning Out,8.1,"Dasha's painful secrets come to light. Fixated on winning, Kat puts her mental health at risk. Serena's dad returns with a complicated proposal.",314.0,,
5613,Witness Infection,3.7,"Sometimes the past comes back to bite you. Two rival mob families are transferred from the Witness Protection Agency by mistake to same city: Temecula, California.",314.0,,81.0
5614,Undercover,7.4,"Bob is forced to withdraw. Lisa takes over the lead, but a visitor suddenly blows her cover. Bob's daughter Polly meanwhile visits Camping Zonnedauw.",314.0,,47.0
5615,Ghosts,8.0,"After a night of partying, Alison and Mike scramble to clean up the house for a venue viewing, and Alison tries to find out why the ghosts are acting so strangely.",314.0,,28.0
5616,Ju-on: Origins,7.5,"His obsessive search for the cursed house leads Yasuo to ""M,"" an incarcerated child killer. A pregnant woman incurs her husband's wrath.",314.0,,27.0
5617,Tower of God,8.9,"Just as the guardian's test is about to end, Bam is pushed off by Rachel. Time turns back to when the tower's doors opened. How did Bam spend his time? What is the world Rachel saw?",314.0,,
5618,Saturday Night Live,6.9,Remotely produced content from the cast; Weekend Update.,314.0,,90.0
5619,The Blackwell Ghost 4,7.1,Turner returns to the light foot house to continue his investigation. This time he researched into the first victim Susan. He finds out from the detective there was a note left when light ...                See full summary »,314.0,,77.0
5620,Young Wallander,7.4,Hemberg orders Kurt to take some time off after the assassination of their chief suspect. The public considers the case closed but Kurt keeps probing.,314.0,,
5621,Shaurya Aur Anokhi Ki Kahani,9.6,Add a Plot,313.0,,
5622,"Au Revoir, Chris Hemsworth",7.9,"Venice: A city full of beauty, love, music, and brutal trash talk. Join the Pom's team in saying ""Au Revoir, Chris Hemsworth"".",313.0,,3.0
5623,Challenger: The Final Flight,8.1,"After several delays, the crew prepares for launch as engineers and NASA officials tensely discuss concerns about the O-rings and cold weather launch.",313.0,,41.0
5624,Staged,8.2,Two great actors were due to put on a play in the West End before the show was put on hiatus due to the pandemic. The director is worried that his big break is about to pass him by so tries to convince his doubtful cast to carry on online.,313.0,,15.0
5625,Killer Dream Home,4.7,"When happy couple Jules and Josh buy their dream house on a magnificent estate, they recruit beautiful Morgan to help them with the interior design, unaware Morgan has history with the house and will stop at nothing to make it her own.",313.0,,91.0
5626,Sam Morril: I Got This,7.8,"Sam Morril compares wearing a condom to doing volunteer work, wonders if murderers critique each other's work and recalls befriending a vigilante in Cleveland.",313.0,,47.0
5627,Tatort,7.1,"After dinner with his closest colleagues, Professor Karl-Friedrich Boerne suffers a catastrophic car accident on his way on vacation. Seriously injured, he is taken to the hospital, where ...                See full summary »",313.0,,
5628,"Yakari, le film",6.6,"Little Sioux Yakari sets off to follow the trail of Little Lightning, a mustang. Yakari has a magical encounter with the Great Eagle, his totem animal, who gives him a beautiful feather and the gift of being able to speak with animals.",313.0,,82.0
5629,Superagente Makey,4.2,A naive police officer gets caught in the middle of a dangerous international drug operation in the Costa del Sol.,313.0,,94.0
5630,Dhoosarit - the Grey,6.6,A painter who has grown up overseas and lives in a metropolitan city now has returned back to Chhattisgarh to sell off his property after his father's death. Terror is like a slow poison in...                See full summary »,312.0,,90.0
5631,High Fidelity,8.2,A milestone birthday forces Rob to confront her past and the demise of her relationship with Mac.,312.0,,28.0
5632,Magic Arch 3D,4.5,A young dolphin with an active imagination saves Fish Town from evil Moray Eels and reunites with his father after discovering a magic arch that makes wishes come true.,312.0,,82.0
5633,The Loud House,4.0,"Lincoln tries to swap middle school classes after being separated from the gang, but ends up being transferred to Canada. Lori doesn't fit in on any of the college dorm floors. Mom and Dad rush to potty train Lily for preschool.",312.0,,
5634,Haikyuu!!,9.0,Things begin to amp up with the beginning of the third set. Nishinoya struggles under pressure even more from Miya Atsumu's deadly jump floaters.,312.0,,
5635,The Gift,7.4,"Atiye shows Nazim's notebook to Erhan and encounters the fertility symbol. Mustafa investigates Serap's past, and Atiye has a shocking realization.",312.0,,
5636,Young Wallander,7.2,"Kurt, Rask and Hemberg try to connect their new suspect to a shipment of plastic explosive - and determine where and when the bomb will go off.",312.0,,
5637,Fernando Torres: El último símbolo,7.5,A look at the life and career of Spanish football star Fernando Torres.,312.0,,
5638,Toothfairy 2,3.2,"The Tooth Fairy is back. 15 years after the events of the first movie, Corey, now grown up but mentally scarred has gone to a class reunion. However, the Tooth Fairy is back, and this time - You better have flossed properly.",312.0,,91.0
5639,King Rocker,7.5,Documentary about Robert Lloyd and The Nightingales.,312.0,,90.0
5640,Picture Perfect Royal Christmas,5.6,Amanda is the assistant to a famous photographer. Her boss receives an invitation to photograph the Christmas festivities in the kingdom of Pantrea and Amanda goes posing as her. She will ...                See full summary »,312.0,,90.0
5641,The Good Lord Bird,8.5,"The plan to take control of Harper's Ferry is finally put into action; however, a crucial mistake threatens the success of the entire operation. With shots firing, Onion is sent out to get reinforcements.",312.0,,45.0
5642,Magia Rekôdo: Mahô Shôjo Madoka Magika Gaiden,6.3,"A magical girl, Iroha Tamaki, searches for her missing sister in the mysterious city of Kamihama, where it is rumored that magical girls can achieve salvation.",311.0,,24.0
5643,Spinning Out,7.9,"Facing family pressure, Jenn struggles to hide her injury while Serena's progress makes her a target. Justin and Kat's ""connection"" takes a turn.",311.0,,
5644,Kyungwooui Soo,6.7,"A romantic drama about a man and a woman who, due to a misunderstanding, have held a crush on each other for over 10 years.",311.0,,70.0
5645,Streets of Rage 4,7.9,"Streets of Rage 4 is a beat 'em up video game developed by Dotemu, Lizardcube and Guard Crush Games, released April 30, 2020. It's a sequel to the classic beat 'em up trilogy.",311.0,,
5646,Black Lightning,7.2,"As the battle continues, old alliances are revisited and new alliances forged.",311.0,,
5647,The Kung Fu Master,6.2,"Rishi Ram and his sister Rithu Ram, both of whom are martial arts instructors settled in Rishikesh. Their peaceful life is turned chaotic when they cross paths with a notorious martial arts gang, leading to a spree of furious violence.",311.0,,126.0
5648,Run,7.0,"Stranded in the middle of nowhere, Ruby and Billy argue about what to do next. Meanwhile, Laurel makes a gruesome discovery and receives an eventful visit from Detective Babe Cloud.",311.0,,27.0
5649,Young Wallander,7.5,"Suspicious of Gustav's ties to the case, Kurt jeopardizes his romance with Mona by confronting the billionaire at a black-tie, Munck family affair.",311.0,,
5650,Dirty John,8.1,"Betty faces Dan in divorce court and is crushingly defeated, sending her past a point of no return.",311.0,,44.0
5651,Freud,6.9,"A relationship between Fleur and Dr. Freud develops in unexpected direction, as Fleur is possessed by the other personality. Freud tries to find out, who is Taltos. Sophia and her husband organize strange ceremony for invited guests.",311.0,,55.0
5652,Vagrant Queen,5.9,"Former queen Elida is cornered by her nemesis, so an old friend comes to her aid, bringing big news.",311.0,,53.0
5653,Xane: The Vampire God,2.8,"Xane, an immortal vampire, returns to the past to save his former self, Titus. Xane must rescue Titus and stop him from inheriting the curse. Xane is able to save his loved ones, but the broad strokes of time cannot be altered.",310.0,,118.0
5654,Spinning Out,8.2,"Kat's episode brings destructive fallout for Marcus and Justin. Carol and Mitch contemplate a big step, and Serena exposes a secret about Kat's fall.",310.0,,
5655,Spinning Out,8.1,"Carol's recovery has a shaky start. Kat grows closer to Justin, while a fight with Jenn has bitter consequences. Marcus faces a hard decision.",310.0,,
